id,sex,age,city,education_level,university,main_in_life,main_in_people,smoking,alcohol,political
9160609938,м,38,Казань,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
3223399950,ж,39,СПб,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
2191417142,м,50,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
2128451626,м,57,Казань,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
5647546090,м,54,Екатеринбург,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
8834811051,м,36,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
4312556201,м,35,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
8353550978,м,32,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
6078400569,ж,58,СПб,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
9208616877,ж,25,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
8704798900,ж,39,Казань,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
2653748701,ж,36,Екатеринбург,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
7654329339,м,38,СПб,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
8390308488,м,20,Уфа,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
9446144493,ж,45,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
5406281670,м,31,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
6921383066,ж,48,Москва,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
4137846133,ж,56,Москва,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
1037506239,м,53,Казань,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
4858198736,ж,31,Екатеринбург,высшее,ИТМО,деньги,деньги,положительное,положительное,радикальные
3266584788,ж,31,Казань,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
6712258519,ж,53,Казань,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
7319802033,ж,33,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
2358381026,ж,18,Москва,высшее,МГУ,деньги,влияние,положительное,положительное,радикальные
1435349714,ж,55,СПб,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
4081451303,м,58,Казань,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
2144830264,ж,44,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
802004968,м,52,Москва,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
4985824880,м,44,Москва,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
3686648745,м,23,Уфа,высшее,МГУ,деньги,влияние,положительное,положительное,радикальные
8540624690,ж,51,Казань,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
2454816829,м,25,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
1435966706,ж,22,Уфа,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
6740671378,ж,28,Казань,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
6695470916,ж,43,Уфа,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
3786720685,ж,44,Москва,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
2001385345,ж,52,Екатеринбург,высшее,МГУ,власть,статус,положительное,положительное,радикальные
6111763021,м,52,Казань,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
9435708730,м,46,Екатеринбург,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
3336473217,м,51,Москва,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
7942473985,м,29,Казань,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
5650008951,м,59,СПб,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
8905667795,ж,25,Казань,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
8512881054,ж,49,СПб,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
5581073816,ж,31,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
3499243342,ж,47,Казань,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
3384897905,ж,23,Москва,высшее,МГУ,власть,статус,положительное,положительное,радикальные
3484780820,м,25,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
7286487406,м,18,Уфа,высшее,ИТМО,деньги,деньги,положительное,положительное,радикальные
8905119838,м,27,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
9742533029,ж,19,СПб,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
7550232581,ж,29,Москва,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
8574623988,м,25,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
864887244,ж,63,Казань,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
1226866892,м,54,Уфа,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
4324435621,ж,42,СПб,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
4643716370,м,37,Казань,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
3547335773,ж,62,СПб,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
1634310355,м,39,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
5694891650,ж,18,СПб,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
4623789834,ж,49,Екатеринбург,высшее,МГУ,карьера,статус,положительное,положительное,экстремистские
123338722,ж,49,СПб,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
5298451188,ж,59,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
3586984749,ж,46,СПб,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
6794631877,ж,61,Москва,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
4661432629,м,36,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
292874678,м,49,Казань,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
9415515004,ж,39,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
3188174648,м,52,Казань,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
9000100691,ж,25,Москва,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
6398370422,ж,31,СПб,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
6380783878,м,37,Казань,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
2425716419,м,37,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
8675435974,ж,56,Москва,высшее,МГУ,карьера,статус,положительное,положительное,экстремистские
2669439867,м,49,Екатеринбург,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
3894831252,м,33,Казань,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
2833101854,ж,60,Москва,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
9286956466,м,65,СПб,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
4728207123,м,36,Казань,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
9804888626,м,48,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
2149633720,ж,35,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
1997254902,ж,63,Уфа,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
5987277640,ж,65,Екатеринбург,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
7068533298,м,45,СПб,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
1860794827,ж,37,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
2796702866,ж,48,Екатеринбург,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
3675884909,м,39,СПб,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
9006354952,ж,40,Казань,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
9221034138,ж,44,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
9377554185,м,22,Москва,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
5533964579,ж,33,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,экстремистские
3977148033,ж,65,Москва,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
1818042485,ж,44,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
5632459259,ж,51,Казань,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
2891641623,м,25,Екатеринбург,высшее,МГУ,карьера,статус,положительное,положительное,экстремистские
4770880251,ж,58,СПб,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
2815861196,ж,55,Уфа,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
9736013768,ж,29,Москва,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
378648600,ж,47,Казань,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
2146600363,м,22,Казань,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
7223600462,м,44,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
1907237400,ж,63,Казань,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
4503594238,м,56,СПб,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
3129116387,ж,41,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
6770935979,ж,20,Казань,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
1751158577,ж,55,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
6499120779,ж,20,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
3288792943,ж,21,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
6128058270,м,18,Казань,высшее,СПбГУ,власть,деньги,положительное,положительное,радикальные
4600010696,ж,18,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
436785605,ж,38,Уфа,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
787971641,м,45,Екатеринбург,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
5526014294,м,46,СПб,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
1142911483,м,51,Казань,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
4204056915,ж,30,Екатеринбург,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
1536766287,м,60,СПб,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
4407612539,ж,48,СПб,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
7366958806,м,53,СПб,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
660867542,ж,18,Уфа,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
2103518395,м,21,Москва,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
6760718064,ж,26,Казань,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
9763170077,ж,33,Казань,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
9438043838,ж,53,Екатеринбург,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
603016136,м,56,СПб,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
8639872901,ж,30,Москва,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
7593575105,ж,26,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
4025077637,ж,39,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
6839796846,ж,40,Екатеринбург,высшее,СПбГУ,власть,деньги,положительное,положительное,радикальные
1494727742,м,33,Екатеринбург,высшее,СПбГУ,деньги,статус,положительное,положительное,экстремистские
9038670518,м,30,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
9126601769,м,30,Уфа,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
7722797398,ж,65,Екатеринбург,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
9161869493,ж,19,Уфа,высшее,ИТМО,деньги,влияние,положительное,положительное,экстремистские
1854975731,ж,59,СПб,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
400880173,ж,46,Уфа,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
2203529126,ж,37,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
7239219698,ж,44,Екатеринбург,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
4340660578,м,40,Екатеринбург,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
7129964978,ж,53,Москва,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
3779528926,м,59,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
6050252311,ж,39,Казань,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
7952238031,ж,25,СПб,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
3888042509,ж,31,Москва,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
8056185449,ж,61,Казань,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
3132083399,м,23,СПб,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
9691842796,м,35,Казань,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
9176770423,ж,63,Уфа,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
8660690245,ж,43,Москва,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
2691527622,м,46,Москва,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
2659781832,м,30,Москва,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
4747395536,ж,39,Уфа,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
8314695977,ж,46,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
9417538143,ж,38,Казань,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
5789763717,ж,49,СПб,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
9777638178,ж,40,Казань,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
4367075939,ж,28,СПб,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
2806287672,м,47,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
829659777,м,63,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
9159051425,ж,56,СПб,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
2440738733,м,63,Москва,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
6446821864,ж,26,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
4586404470,м,23,Екатеринбург,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
7135080765,ж,30,Казань,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
3143982789,м,39,СПб,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
5498471267,м,30,СПб,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
453384914,м,27,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
9027330198,м,61,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
6901252188,м,50,Екатеринбург,высшее,ИТМО,деньги,деньги,положительное,положительное,радикальные
9540428966,ж,55,СПб,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
3211115117,ж,22,Казань,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
7705784843,м,26,СПб,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
3849600517,м,55,Екатеринбург,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
1199909024,ж,45,Екатеринбург,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
6772919799,ж,31,Казань,высшее,СПбГУ,деньги,статус,положительное,положительное,радикальные
575366378,ж,50,Москва,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
1545165597,ж,39,Уфа,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
6932041507,ж,63,Москва,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
5000322218,ж,63,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
4927960055,ж,25,Москва,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
6966057062,м,48,СПб,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
7135173573,ж,56,Москва,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
8500163572,ж,18,Казань,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
4789084849,м,30,Казань,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
5056610128,м,45,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
5192432526,м,45,Москва,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
645775635,ж,39,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
4749778666,ж,33,Уфа,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
3448043735,м,18,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
8011382641,ж,39,Москва,высшее,СПбГУ,деньги,статус,положительное,положительное,экстремистские
7923273165,м,44,Екатеринбург,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
8340142104,м,60,Екатеринбург,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
8582726648,м,56,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
6284565674,ж,34,Уфа,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
4204493024,м,53,Екатеринбург,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
2512734103,ж,37,Москва,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
5997765463,ж,30,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
8116482561,м,36,Москва,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
6630728043,ж,44,СПб,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
6274125704,ж,40,Москва,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
4014208270,м,48,Москва,высшее,СПбГУ,деньги,статус,положительное,положительное,экстремистские
7185607213,м,42,СПб,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
5213130443,ж,20,СПб,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
2346822351,м,56,Казань,высшее,МГУ,власть,статус,положительное,положительное,экстремистские
4732342983,ж,25,СПб,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
6173780880,м,27,Москва,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
2969184401,м,21,Екатеринбург,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
1122244021,ж,37,Казань,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
2879586588,ж,62,СПб,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
5237358037,м,20,Уфа,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
5435128781,ж,50,Екатеринбург,высшее,ИТМО,деньги,статус,положительное,положительное,радикальные
3554865783,м,27,Москва,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
2802647290,ж,59,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
8351434021,ж,51,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
6574966673,ж,53,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
8160351020,м,34,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
1750988469,ж,57,Екатеринбург,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
4023650882,м,64,СПб,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
1843420383,ж,19,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
6752928941,м,46,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
2279190227,ж,18,Уфа,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
9948746073,ж,41,СПб,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
4862047313,ж,56,Москва,высшее,СПбГУ,карьера,статус,положительное,положительное,радикальные
9200611748,ж,46,Екатеринбург,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
8862755510,ж,30,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
6458108571,ж,50,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
2193725362,ж,52,Казань,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
4378656495,ж,29,Казань,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
5011001596,м,51,СПб,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
1721163773,ж,27,Уфа,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
2138327753,м,42,Екатеринбург,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
9594346873,ж,48,Екатеринбург,высшее,ИТМО,деньги,влияние,положительное,положительное,экстремистские
7139516227,ж,34,СПб,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
2995137241,м,44,Екатеринбург,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
2210266489,м,62,СПб,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
6449010613,м,39,СПб,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
6901418902,м,35,Казань,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
8949424561,ж,61,СПб,высшее,МГУ,власть,статус,положительное,положительное,радикальные
2981140912,м,61,Уфа,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
3872459469,м,47,Москва,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
1319376119,ж,33,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
5377362460,м,62,Москва,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
1501480036,м,33,Москва,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
7927373266,ж,35,Казань,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
5669319545,м,57,Уфа,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
7680776211,м,50,Казань,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
8759126673,ж,52,Казань,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
7140053416,м,35,Екатеринбург,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
3213532974,ж,65,Москва,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
2916597640,м,21,Москва,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
8150246001,м,27,Екатеринбург,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
9545971355,ж,55,Екатеринбург,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
1660547822,ж,20,Уфа,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
7869599849,ж,56,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
6143365571,ж,33,Казань,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
3993039070,ж,61,Уфа,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
2002762463,ж,57,Уфа,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
5736043845,м,20,Уфа,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
7862817542,ж,57,СПб,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
4854736206,ж,55,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
7526882642,м,63,Москва,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
8606816647,м,28,Москва,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
7609814804,ж,27,Москва,высшее,МГУ,деньги,влияние,положительное,положительное,радикальные
2372329339,м,36,Уфа,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
4936568317,м,63,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
5573892125,м,30,Екатеринбург,высшее,СПбГУ,деньги,статус,положительное,положительное,экстремистские
373532840,ж,25,СПб,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
1196465182,м,43,Москва,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
5481162231,м,39,Казань,высшее,МГУ,карьера,статус,положительное,положительное,экстремистские
6958709516,м,26,Екатеринбург,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
6994948813,ж,36,Уфа,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
3154078269,ж,23,Уфа,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
4840887378,м,61,СПб,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
5110689113,м,43,Уфа,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
1973400371,м,38,Москва,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
1437072876,ж,31,СПб,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
8715761971,м,49,Москва,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
8714136366,ж,35,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
6134798354,м,41,Уфа,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
6474538269,м,18,Москва,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
5494302946,ж,57,Казань,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
2638928599,м,49,Москва,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
8064469521,ж,47,Екатеринбург,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
